Vanilla Eclair,Apple Pie,,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Lemon Tart,Ganache Cookie,Tuile Cookie,,,,,
Chocolate Cake,Coffee Eclair,Almond Croissant,Apple Croissant,Apple Danish,Hot Coffee,Chocolate Coffee,Vanilla Frappuccino
Chocolate Tart,,,,,,,
Strawberry Cake,Blackberry Tart,Lemon Tart,,,,,
Berry Tart,Apple Danish,Almond Bear Claw,Bottled Water,Single Espresso,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Chocolate Cake,Tuile Cookie,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Casino Cake,Chocolate Eclair,Coffee Eclair,Green Tea,,,,
Vanilla Eclair,Tuile Cookie,Walnut Cookie,Almond Croissant,Cherry Soda,,,
Apricot Tart,Marzipan Cookie,Tuile Cookie,,,,,
Blueberry Tart,Apple Croissant,Apple Danish,Blueberry Danish,,,,
Opera Cake,Truffle Cake,Chocolate Eclair,Cherry Tart,Apricot Danish,Almond Bear Claw,Orange Juice,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Opera Cake,Strawberry Cake,Ganache Cookie,,,,,
Apple Danish,Almond Twist,Single Espresso,,,,,
Apricot Tart,Berry Tart,Gongolais Cookie,Chocolate Coffee,,,,
Lemon Cake,Truffle Cake,Vanilla Frappuccino,,,,,
Cheese Croissant,Chocolate Croissant,,,,,,
Strawberry Cake,Berry Tart,Apple Croissant,Raspberry Lemonade,,,,
Casino Cake,Opera Cake,Apricot Tart,Berry Tart,Bottled Water,Cherry Soda,,
Strawberry Cake,Napoleon Cake,,,,,,
Chocolate Eclair,Orange Juice,Single Espresso,,,,,
Vanilla Eclair,Marzipan Cookie,Apricot Croissant,Apple Danish,,,,
Cherry Soda,,,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Chocolate Cake,Lemon Cake,Casino Cake,Chocolate Tart,Ganache Cookie,Tuile Cookie,Raspberry Lemonade,Cherry Soda
Pecan Tart,Marzipan Cookie,Tuile Cookie,Almond Bear Claw,,,,
Chocolate Eclair,Apricot Danish,,,,,,
Opera Cake,Chocolate Tart,Cherry Soda,,,,,
Chocolate Meringue,Marzipan Cookie,Apple Danish,Almond Twist,Almond Bear Claw,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Napoleon Cake,Ganache Cookie,Apple Danish,Cherry Soda,,,,
Lemon Tart,Vanilla Meringue,Apple Danish,,,,,
Cheese Croissant,Orange Juice,Single Espresso,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Vanilla Eclair,Apple Pie,Blackberry Tart,Hot Coffee,Chocolate Coffee,,,
Lemon Cake,Marzipan Cookie,Tuile Cookie,,,,,
Lemon Cake,Blackberry Tart,Lemon Tart,,,,,
Lemon Tart,Walnut Cookie,Apple Croissant,Raspberry Lemonade,Hot Coffee,Single Espresso,,
Vanilla Eclair,Marzipan Cookie,Tuile Cookie,,,,,
Gongolais Cookie,,,,,,,
Cheese Croissant,Orange Juice,,,,,,
Opera Cake,Chocolate Tart,Lemon Cookie,Tuile Cookie,Apricot Danish,Apple Danish,Green Tea,Vanilla Frappuccino
Chocolate Eclair,Apple Tart,Chocolate Tart,Orange Juice,Bottled Water,Chocolate Coffee,,
Cherry Tart,Cheese Croissant,Orange Juice,,,,,
Opera Cake,Chocolate Eclair,Apple Pie,Blueberry Tart,Ganache Cookie,Lemon Cookie,Apricot Croissant,Hot Coffee
Chocolate Eclair,Apple Danish,Almond Twist,Chocolate Coffee,,,,
Strawberry Cake,Napoleon Cake,Vanilla Meringue,Almond Twist,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Coffee Eclair,Chocolate Tart,Ganache Cookie,Vanilla Meringue,,,,
Blueberry Tart,Apricot Croissant,,,,,,
Strawberry Cake,Chocolate Eclair,Apple Tart,Apricot Tart,,,,
Opera Cake,Berry Tart,Apple Danish,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Apple Tart,Cherry Tart,Pecan Tart,Chocolate Meringue,,,,
Cheese Croissant,Orange Juice,,,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Blueberry Tart,Apricot Croissant,Blueberry Danish,Hot Coffee,,,,
Cherry Tart,Lemon Tart,Gongolais Cookie,,,,,
Cheese Croissant,Orange Juice,,,,,,
Opera Cake,Blueberry Tart,Pecan Tart,Tuile Cookie,Almond Twist,,,
Chocolate Cake,Apple Pie,Apricot Tart,Blueberry Tart,Gongolais Cookie,Apricot Croissant,Orange Juice,
Opera Cake,Apple Tart,Cherry Tart,Apricot Danish,Apple Danish,Hot Coffee,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Chocolate Eclair,Apricot Tart,Berry Tart,Apple Danish,Hot Coffee,,,
Truffle Cake,Raspberry Cookie,Chocolate Meringue,Raspberry Lemonade,,,,
Truffle Cake,Chocolate Eclair,Almond Croissant,Apple Croissant,Hot Coffee,,,
Almond Tart,Cheese Croissant,Raspberry Lemonade,Orange Juice,,,,
Berry Tart,Almond Bear Claw,,,,,,
Chocolate Tart,Ganache Cookie,Gongolais Cookie,,,,,
Apple Tart,Berry Tart,Chocolate Croissant,,,,,
Opera Cake,Napoleon Cake,Cherry Tart,Vanilla Meringue,Apricot Croissant,Cheese Croissant,Apricot Danish,
Casino Cake,Truffle Cake,Gongolais Cookie,Vanilla Frappuccino,Cherry Soda,,,
Apple Danish,Raspberry Lemonade,Green Tea,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Apple Croissant,,,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Napoleon Cake,Apricot Croissant,Bottled Water,,,,,
Truffle Cake,Gongolais Cookie,Hot Coffee,,,,,
Truffle Cake,Gongolais Cookie,Almond Bear Claw,,,,,
Apple Tart,Apricot Danish,Orange Juice,,,,,
Coffee Eclair,Vanilla Meringue,,,,,,
Vanilla Eclair,Cheese Croissant,Orange Juice,Green Tea,,,,
Strawberry Cake,Napoleon Cake,Vanilla Frappuccino,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Strawberry Cake,Coffee Eclair,Tuile Cookie,,,,,
Truffle Cake,Chocolate Tart,Gongolais Cookie,Marzipan Cookie,Almond Twist,Vanilla Frappuccino,,
Truffle Cake,Gongolais Cookie,Hot Coffee,,,,,
Casino Cake,Raspberry Lemonade,,,,,,
Lemon Cake,Casino Cake,Napoleon Cake,Chocolate Tart,Apple Danish,,,
Vanilla Eclair,Pecan Tart,,,,,,
Opera Cake,Cherry Tart,Gongolais Cookie,Apricot Danish,,,,
Chocolate Cake,Casino Cake,Strawberry Cake,Chocolate Coffee,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Opera Cake,Berry Tart,Raspberry Cookie,Almond Croissant,Green Tea,,,
Opera Cake,Marzipan Cookie,Almond Twist,,,,,
Lemon Cake,Pecan Tart,Raspberry Cookie,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Opera Cake,Berry Tart,Cherry Tart,Tuile Cookie,Walnut Cookie,Apricot Danish,,
Lemon Cookie,Marzipan Cookie,Tuile Cookie,,,,,
Vanilla Eclair,Almond Croissant,Cheese Croissant,Orange Juice,,,,
Chocolate Cake,Casino Cake,Walnut Cookie,Chocolate Coffee,,,,
Ganache Cookie,Chocolate Meringue,,,,,,
Lemon Cake,Strawberry Cake,Lemon Tart,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Coffee Eclair,Apple Pie,Almond Twist,,,,,
Chocolate Eclair,Apple Tart,Chocolate Tart,Lemon Cookie,Chocolate Meringue,Walnut Cookie,Almond Croissant,Blueberry Danish
Apple Croissant,Bottled Water,,,,,,
Lemon Cake,Lemon Tart,,,,,,
Almond Tart,Apple Tart,Berry Tart,Chocolate Meringue,Apple Croissant,Bottled Water,,
Casino Cake,Blueberry Tart,Apricot Croissant,Hot Coffee,,,,
Chocolate Eclair,Apple Tart,Apple Croissant,Apple Danish,,,,
Orange Juice,Vanilla Frappuccino,,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Strawberry Cake,Coffee Eclair,Apple Pie,Marzipan Cookie,Almond Twist,Hot Coffee,,
Apple Tart,Apple Croissant,Apple Danish,,,,,
Opera Cake,Apple Pie,Tuile Cookie,Chocolate Coffee,,,,
Casino Cake,Vanilla Eclair,Almond Tart,Berry Tart,,,,
Pecan Tart,Apple Danish,,,,,,
Chocolate Cake,Casino Cake,Strawberry Cake,Almond Tart,Cherry Tart,Pecan Tart,Almond Bear Claw,Raspberry Lemonade
Chocolate Tart,Blueberry Danish,,,,,,
Strawberry Cake,Chocolate Tart,Orange Juice,Vanilla Frappuccino,,,,
Coffee Eclair,Apple Pie,Walnut Cookie,Almond Twist,Hot Coffee,,,
Chocolate Tart,Almond Croissant,,,,,,
Truffle Cake,Apple Croissant,Cheese Croissant,Almond Twist,Orange Juice,Bottled Water,,
Ganache Cookie,Almond Twist,Chocolate Coffee,,,,,
Almond Tart,Chocolate Tart,Marzipan Cookie,Tuile Cookie,Cherry Soda,Single Espresso,,
Blackberry Tart,Gongolais Cookie,,,,,,
Opera Cake,,,,,,,
Berry Tart,Apricot Danish,Orange Juice,,,,,
Berry Tart,Lemon Cookie,Almond Twist,,,,,
Chocolate Meringue,Blueberry Danish,Cherry Soda,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Marzipan Cookie,Tuile Cookie,Bottled Water,,,,,
Berry Tart,Blackberry Tart,Apple Danish,Bottled Water,Chocolate Coffee,,,
Truffle Cake,Bottled Water,,,,,,
Almond Tart,Berry Tart,Orange Juice,,,,,
Apple Croissant,Almond Bear Claw,,,,,,
Casino Cake,Napoleon Cake,Vanilla Frappuccino,,,,,
Apple Tart,Marzipan Cookie,Tuile Cookie,,,,,
Chocolate Cake,Casino Cake,Strawberry Cake,Apple Tart,Apricot Tart,Almond Twist,Chocolate Coffee,Single Espresso
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Truffle Cake,Chocolate Tart,Raspberry Cookie,,,,,
Gongolais Cookie,,,,,,,
Chocolate Tart,Lemon Cookie,Walnut Cookie,Apricot Croissant,Almond Twist,Raspberry Lemonade,Bottled Water,Vanilla Frappuccino
Cherry Tart,Ganache Cookie,Vanilla Meringue,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Opera Cake,Truffle Cake,Chocolate Eclair,Orange Juice,,,,
Chocolate Cake,Apple Pie,Vanilla Frappuccino,,,,,
Blueberry Tart,Chocolate Tart,Cheese Croissant,Orange Juice,,,,
Coffee Eclair,Apple Pie,Apple Tart,Marzipan Cookie,Tuile Cookie,Almond Twist,Lemon Lemonade,Cherry Soda
Lemon Cake,Lemon Tart,,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Cherry Tart,Lemon Cookie,Chocolate Coffee,,,,,
Lemon Cookie,,,,,,,
Napoleon Cake,Apricot Tart,Raspberry Lemonade,,,,,
Blueberry Tart,Apricot Croissant,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Lemon Cake,Strawberry Cake,Napoleon Cake,Berry Tart,Vanilla Frappuccino,,,
Opera Cake,Lemon Cookie,Chocolate Meringue,Tuile Cookie,Apple Croissant,,,
Gongolais Cookie,Chocolate Croissant,Raspberry Lemonade,,,,,
Chocolate Tart,Raspberry Cookie,Chocolate Croissant,Lemon Lemonade,,,,
Berry Tart,Apricot Danish,Bottled Water,,,,,
Gongolais Cookie,Vanilla Meringue,Apple Croissant,,,,,
Apricot Tart,Raspberry Cookie,Marzipan Cookie,Almond Twist,,,,
Ganache Cookie,Almond Croissant,Apricot Danish,Apple Danish,,,,
Lemon Tart,Cherry Soda,,,,,,
Vanilla Eclair,Chocolate Tart,Lemon Cookie,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Blackberry Tart,Blueberry Tart,Chocolate Croissant,,,,,
Chocolate Tart,Raspberry Cookie,Walnut Cookie,Vanilla Frappuccino,,,,
Blueberry Tart,Chocolate Tart,Apricot Croissant,Apricot Danish,Hot Coffee,,,
Lemon Cake,Coffee Eclair,Blackberry Tart,Gongolais Cookie,Single Espresso,,,
Casino Cake,Apple Tart,Single Espresso,,,,,
Chocolate Eclair,Coffee Eclair,Apple Tart,Blueberry Tart,Marzipan Cookie,,,
Opera Cake,Coffee Eclair,Vanilla Eclair,Napoleon Cake,Pecan Tart,Tuile Cookie,Apricot Croissant,Vanilla Frappuccino
Vanilla Meringue,,,,,,,
Opera Cake,Apple Pie,Berry Tart,Cherry Tart,Apricot Danish,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Chocolate Cake,Chocolate Meringue,Tuile Cookie,Bottled Water,,,,
Tuile Cookie,Apricot Croissant,Blueberry Danish,,,,,
Opera Cake,Coffee Eclair,Almond Tart,Lemon Cookie,Tuile Cookie,Green Tea,,
Vanilla Eclair,Cherry Tart,Cheese Croissant,Orange Juice,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Truffle Cake,Gongolais Cookie,Raspberry Cookie,Lemon Lemonade,,,,
Chocolate Cake,Chocolate Tart,Ganache Cookie,,,,,
Chocolate Cake,Opera Cake,Coffee Eclair,Marzipan Cookie,Tuile Cookie,Apricot Danish,,
Chocolate Meringue,Raspberry Lemonade,Green Tea,,,,,
Cheese Croissant,Orange Juice,,,,,,
Strawberry Cake,Napoleon Cake,Apple Pie,Blueberry Tart,Blueberry Danish,,,
Truffle Cake,Gongolais Cookie,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Berry Tart,Raspberry Cookie,Apple Danish,Bottled Water,,,,
Truffle Cake,Blackberry Tart,Cheese Croissant,Almond Twist,Almond Bear Claw,Raspberry Lemonade,Orange Juice,Vanilla Frappuccino
Vanilla Eclair,Tuile Cookie,Cheese Croissant,Blueberry Danish,,,,
Coffee Eclair,Apple Pie,Almond Twist,,,,,
Strawberry Cake,Chocolate Tart,Lemon Tart,Apricot Danish,Almond Bear Claw,Orange Juice,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Blueberry Tart,Apricot Croissant,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Chocolate Eclair,Vanilla Eclair,Almond Bear Claw,Single Espresso,,,,
Napoleon Cake,Apple Croissant,,,,,,
Apricot Danish,Almond Bear Claw,,,,,,
Cheese Croissant,Orange Juice,,,,,,
Lemon Cake,Lemon Tart,Chocolate Meringue,,,,,
Raspberry Cookie,Almond Twist,,,,,,
Chocolate Eclair,Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,
Truffle Cake,Raspberry Cookie,Raspberry Lemonade,Cherry Soda,,,,
Vanilla Eclair,Chocolate Coffee,,,,,,
Chocolate Cake,Chocolate Eclair,Apple Tart,Apple Croissant,Apple Danish,Almond Twist,,
Chocolate Tart,Apricot Croissant,Raspberry Lemonade,Chocolate Coffee,,,,
Strawberry Cake,Tuile Cookie,Hot Coffee,,,,,
Casino Cake,Strawberry Cake,Napoleon Cake,Chocolate Meringue,,,,
Cherry Tart,Pecan Tart,Almond Croissant,Apricot Danish,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Coffee Eclair,,,,,,,
Apple Pie,,,,,,,
Lemon Cake,Truffle Cake,Gongolais Cookie,Almond Twist,,,,
Vanilla Meringue,Orange Juice,,,,,,
Casino Cake,Apple Tart,Walnut Cookie,,,,,
Chocolate Cake,Coffee Eclair,Apple Tart,Ganache Cookie,,,,
Chocolate Eclair,Ganache Cookie,,,,,,
Berry Tart,Almond Bear Claw,Bottled Water,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Apricot Tart,Walnut Cookie,Apple Croissant,Lemon Lemonade,,,,
Chocolate Cake,Coffee Eclair,Blackberry Tart,Blueberry Tart,Lemon Tart,Tuile Cookie,Raspberry Lemonade,Single Espresso
Cherry Tart,Apricot Danish,,,,,,
Raspberry Lemonade,,,,,,,
Strawberry Cake,Napoleon Cake,Apple Tart,Pecan Tart,Gongolais Cookie,,,
Truffle Cake,Orange Juice,,,,,,
Strawberry Cake,Napoleon Cake,Almond Tart,Apple Danish,Green Tea,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Coffee Eclair,Apricot Tart,Chocolate Tart,Apple Croissant,Cheese Croissant,Cherry Soda,,
Strawberry Cake,Napoleon Cake,Almond Croissant,Apricot Danish,,,,
Napoleon Cake,Walnut Cookie,Almond Bear Claw,,,,,
Apricot Croissant,Hot Coffee,,,,,,
Chocolate Cake,Pecan Tart,Vanilla Meringue,Walnut Cookie,Almond Twist,Lemon Lemonade,Single Espresso,
Coffee Eclair,,,,,,,
Casino Cake,Napoleon Cake,Walnut Cookie,Orange Juice,,,,
Lemon Cake,Casino Cake,Opera Cake,,,,,
Almond Croissant,Cheese Croissant,Orange Juice,,,,,
Chocolate Croissant,Cherry Soda,,,,,,
Chocolate Eclair,Apple Tart,Chocolate Meringue,Apricot Danish,Vanilla Frappuccino,,,
Napoleon Cake,Lemon Tart,Cherry Soda,,,,,
Almond Tart,Gongolais Cookie,Lemon Cookie,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Berry Tart,Lemon Cookie,Hot Coffee,,,,,
Vanilla Meringue,Lemon Lemonade,Raspberry Lemonade,,,,,
Cheese Croissant,Orange Juice,,,,,,
Single Espresso,,,,,,,
Cheese Croissant,Orange Juice,,,,,,
Chocolate Cake,Apple Tart,,,,,,
Casino Cake,Chocolate Tart,Vanilla Frappuccino,Single Espresso,,,,
Strawberry Cake,Coffee Eclair,Blackberry Tart,Single Espresso,,,,
Almond Croissant,Apricot Croissant,Chocolate Croissant,Almond Bear Claw,,,,
Blueberry Tart,Apricot Croissant,Blueberry Danish,Hot Coffee,Vanilla Frappuccino,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Strawberry Cake,Apricot Tart,Apricot Croissant,Cherry Soda,,,,
Blackberry Tart,Cherry Tart,,,,,,
Strawberry Cake,Napoleon Cake,Raspberry Cookie,Walnut Cookie,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Cheese Croissant,,,,,,,
Chocolate Eclair,Orange Juice,,,,,,
Lemon Cake,Vanilla Eclair,Apple Pie,Apricot Croissant,Cheese Croissant,Orange Juice,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Apple Pie,Chocolate Meringue,Apricot Croissant,Cheese Croissant,,,,
Lemon Cake,Opera Cake,Ganache Cookie,Gongolais Cookie,Bottled Water,,,
Raspberry Cookie,Lemon Cookie,Almond Bear Claw,Lemon Lemonade,Raspberry Lemonade,Vanilla Frappuccino,,
Vanilla Eclair,Berry Tart,Bottled Water,,,,,
Lemon Tart,Green Tea,Chocolate Coffee,,,,,
Berry Tart,Pecan Tart,Marzipan Cookie,Bottled Water,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Opera Cake,Cherry Tart,Lemon Tart,Apricot Danish,Cherry Soda,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Opera Cake,Berry Tart,Gongolais Cookie,Tuile Cookie,Almond Twist,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Strawberry Cake,Vanilla Meringue,Almond Croissant,Raspberry Lemonade,Green Tea,,,
Apricot Tart,Walnut Cookie,Cheese Croissant,Almond Twist,Orange Juice,Bottled Water,Chocolate Coffee,
Lemon Cake,Lemon Tart,,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Opera Cake,Vanilla Meringue,Apple Danish,,,,,
Napoleon Cake,Chocolate Tart,Tuile Cookie,Walnut Cookie,Vanilla Frappuccino,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Opera Cake,Strawberry Cake,Chocolate Eclair,Cherry Tart,Marzipan Cookie,Apricot Danish,,
Coffee Eclair,Apple Pie,Apple Tart,Gongolais Cookie,Tuile Cookie,Blueberry Danish,Bottled Water,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Marzipan Cookie,Tuile Cookie,Walnut Cookie,,,,,
Lemon Cake,Apple Tart,Lemon Tart,,,,,
Raspberry Cookie,Vanilla Frappuccino,,,,,,
Strawberry Cake,Truffle Cake,Napoleon Cake,Raspberry Cookie,Walnut Cookie,,,
Bottled Water,Vanilla Frappuccino,,,,,,
Almond Bear Claw,,,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Chocolate Cake,Chocolate Coffee,,,,,,
Coffee Eclair,,,,,,,
Marzipan Cookie,Tuile Cookie,Vanilla Frappuccino,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Lemon Cake,Lemon Tart,,,,,,
Blueberry Tart,Apricot Croissant,,,,,,
Chocolate Eclair,Berry Tart,Tuile Cookie,Bottled Water,,,,
Coffee Eclair,Apple Pie,Almond Twist,Lemon Lemonade,Hot Coffee,,,
Chocolate Cake,Lemon Cake,Casino Cake,Chocolate Coffee,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Apricot Tart,Blueberry Danish,Bottled Water,Cherry Soda,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Lemon Cake,Opera Cake,Blueberry Tart,Chocolate Tart,Marzipan Cookie,Cheese Croissant,Green Tea,Single Espresso
Cheese Croissant,Orange Juice,,,,,,
Blueberry Tart,Green Tea,,,,,,
Cheese Croissant,Orange Juice,,,,,,
Strawberry Cake,Chocolate Eclair,Napoleon Cake,Berry Tart,Lemon Tart,Chocolate Coffee,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Opera Cake,Apple Croissant,Vanilla Frappuccino,,,,,
Lemon Cake,Apple Tart,Blueberry Tart,Lemon Tart,Ganache Cookie,Orange Juice,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Casino Cake,Apple Pie,Orange Juice,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Chocolate Eclair,Cherry Tart,Orange Juice,Hot Coffee,,,,
Lemon Cake,Truffle Cake,Gongolais Cookie,Almond Twist,Almond Bear Claw,Single Espresso,,
Opera Cake,Strawberry Cake,Apple Tart,Apple Danish,Vanilla Frappuccino,,,
Pecan Tart,Vanilla Meringue,Marzipan Cookie,Tuile Cookie,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Apple Tart,Blueberry Tart,Apricot Croissant,Hot Coffee,,,,
Vanilla Eclair,Apricot Tart,Ganache Cookie,Raspberry Cookie,,,,
Almond Tart,Chocolate Croissant,,,,,,
Raspberry Cookie,,,,,,,
Casino Cake,Strawberry Cake,Apricot Tart,Blueberry Danish,,,,
Truffle Cake,Marzipan Cookie,Tuile Cookie,Bottled Water,,,,
Chocolate Cake,Marzipan Cookie,Tuile Cookie,,,,,
Coffee Eclair,Apricot Tart,Blackberry Tart,Single Espresso,,,,
Orange Juice,,,,,,,
Strawberry Cake,Chocolate Eclair,Napoleon Cake,,,,,
Vanilla Eclair,Marzipan Cookie,Tuile Cookie,,,,,
Lemon Cake,Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,Chocolate Coffee,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Lemon Cake,Gongolais Cookie,Blueberry Danish,,,,,
Vanilla Meringue,Green Tea,Hot Coffee,,,,,
Blueberry Tart,Walnut Cookie,Apple Danish,Orange Juice,Bottled Water,,,
Raspberry Cookie,Almond Twist,,,,,,
Napoleon Cake,Chocolate Croissant,,,,,,
Ganache Cookie,Walnut Cookie,Orange Juice,,,,,
Opera Cake,Marzipan Cookie,Tuile Cookie,,,,,
Marzipan Cookie,Tuile Cookie,Apricot Croissant,Cherry Soda,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Berry Tart,Bottled Water,,,,,,
Marzipan Cookie,,,,,,,
Bottled Water,,,,,,,
Chocolate Cake,Truffle Cake,Gongolais Cookie,Hot Coffee,,,,
Truffle Cake,Almond Tart,Lemon Tart,Gongolais Cookie,Almond Twist,Bottled Water,,
Truffle Cake,Gongolais Cookie,Vanilla Frappuccino,,,,,
Vanilla Eclair,Raspberry Cookie,Cheese Croissant,Orange Juice,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Strawberry Cake,Coffee Eclair,Napoleon Cake,Ganache Cookie,Apricot Croissant,Vanilla Frappuccino,,
Chocolate Meringue,Lemon Lemonade,Orange Juice,Cherry Soda,,,,
Chocolate Cake,Berry Tart,Lemon Lemonade,Bottled Water,,,,
Lemon Cake,Marzipan Cookie,,,,,,
Truffle Cake,Gongolais Cookie,Apricot Croissant,Apple Danish,,,,
Vanilla Eclair,Berry Tart,Green Tea,Bottled Water,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Lemon Cake,Gongolais Cookie,Apple Croissant,,,,,
Berry Tart,Blueberry Tart,Cherry Tart,Almond Bear Claw,Bottled Water,,,
Chocolate Tart,Walnut Cookie,Cheese Croissant,Vanilla Frappuccino,,,,
Chocolate Cake,Truffle Cake,Apple Tart,Apricot Tart,Gongolais Cookie,Apricot Croissant,,
Casino Cake,Almond Tart,Pecan Tart,,,,,
Apple Pie,Blueberry Tart,Lemon Tart,,,,,
Lemon Cake,Strawberry Cake,Berry Tart,Chocolate Tart,Lemon Cookie,Almond Croissant,Chocolate Croissant,
Gongolais Cookie,Tuile Cookie,Chocolate Croissant,Bottled Water,,,,
Chocolate Cake,Tuile Cookie,,,,,,
Coffee Eclair,Almond Tart,Berry Tart,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Almond Croissant,,,,,,,
Casino Cake,Strawberry Cake,Vanilla Meringue,Apple Croissant,Almond Twist,,,
Berry Tart,Bottled Water,,,,,,
Lemon Cake,Strawberry Cake,Napoleon Cake,Blueberry Tart,Bottled Water,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Apple Tart,Marzipan Cookie,Tuile Cookie,,,,,
Gongolais Cookie,Almond Bear Claw,,,,,,
Napoleon Cake,Berry Tart,Blackberry Tart,Chocolate Meringue,Chocolate Coffee,,,
Coffee Eclair,Berry Tart,Cherry Tart,Lemon Cookie,Chocolate Meringue,Almond Bear Claw,Chocolate Coffee,
Lemon Cake,Napoleon Cake,Ganache Cookie,Cherry Soda,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Apricot Tart,Chocolate Meringue,Orange Juice,Chocolate Coffee,,,,
Opera Cake,Coffee Eclair,Blackberry Tart,Blueberry Tart,Lemon Tart,,,
Raspberry Cookie,Lemon Cookie,Vanilla Meringue,Lemon Lemonade,Raspberry Lemonade,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
